scrip_code,symbol,name,sector,industry,market_cap
3766,WHEELS,WHEELS INDIA LTD,,,
18011,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,,,
5366,WINDLAS,WINDLAS BIOTECH LIMITED,,,
24969,WINDMACHIN,WINDSOR MACHINES LIMITED,,,
514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD,,,
3787,WIPRO,WIPRO LTD,,,
7506,WOCKPHARMA,WOCKHARDT LIMITED,,,
7835,WEL,WONDER ELECTRICALS LTD,,,
3002,WONDERLA,WONDERLA HOLIDAYS LTD.,,,
544610,WORKMATES,WORKMATES CORE2CLOUD SOLUTION,,,
11705,XCHANGING,XCHANGING SOLUTIONS LTD,,,
8477,XELPMOC,XELPMOC DESIGN & TECH LTD,,,
11407,XPROINDIA,XPRO INDIA LIMITED,,,
544770,YAASHVI,YAASHVI JEWELLERS LIMITED,,,
18131,YASHO,YASHO INDUSTRIES LIMITED,,,
17738,YATHARTH,YATHARTH HOSP & TRA C S L,,,
18760,YATRA,YATRA ONLINE LIMITED,,,
5501,YUKEN,YUKEN INDIA LIMITED,,,
544310,YASHHV,Yash Highvoltage Limited,,,
18608,ZAGGLE,ZAGGLE PREPA OCEAN SER L,,,
3812,ZEEL,ZEE ENTERTAINMENT ENT LTD,,,
7508,ZENTEC,ZEN TECHNOLOGIES LIMITED,,,
1076,ZENSARTECH,ZENSAR TECHNOLOGIES  LTD,,,
21750,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,,,
16915,ZFCVINDIA,ZF COM VE CTR SYS IND LTD,,,
3821,ZODIACLOTH,ZODIAC CLOTHING CO. LTD.,,,
11394,ZOTA,ZOTA HEALTH CARE LIMITED,,,
29050,ZUARI,ZUARI AGRO CHEMICALS LTD,,,
3827,ZUARIIND,ZUARI INDUSTRIES LIMITED,,,
7929,ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,,,
17635,ZYDUSWELL,ZYDUS WELLNESS LIMITED,,,
544563,ZELIO,Zelio E Mobility Limited,,,
